link,text,date,No_of_likes,No_of_comments
https://twitter.com/DDNewslive/status/1739232016254816442#m,#LokSabha | Speaker @ombirlakota pays floral tributes to #PanditMadanMohanMalaviya in the Central Hall of #SamvidhanSadan on his #BirthAnniversary @loksabhaspeaker,"Dec 25, 2023 · 10:30 AM UTC",17,1
https://twitter.com/DeshKaVerdict/status/1732737135520997809#m,"Sonipat Loksabha Constituency - The Sonipat parliamentary seat had a total of the 16,16,363 voters during the 2019 Assembly Election Caste Wise Population - Jats - 37% Brahmin - 13% Rajput - 5% Ravidas - 10% Baniya - 6.5% Sikh - 8% Valmiki - 4%","Dec 7, 2023 · 12:21 PM UTC",81,3
https://twitter.com/DeshKaVerdict/status/1732810549053038925#m,"Sirsa (SC) Loksabha Seat - The Sirsa(SC) parliamentary seat had a total of 18,30,811 voters during the 2019 Assembly Election. Caste Wise Population - SC - 32% Jat - 18% Sikh - 12% Punjabi (Khatri, Arora, etc) - 6.5% Baniya - 5% Kamboj - 5% Brahmin - 4% OBC - 8%","Dec 7, 2023 · 5:13 PM UTC",31,4
https://twitter.com/forever_musafir/status/1739239026228424973#m,"2024 lok sabha elections need more than taiyari as results of MP , Chattisgarh, earlier Gujarat elections show. Please do not agree on anything less than 100% vvpat slips or paper ballots","Dec 25, 2023 · 10:57 AM UTC",1,0
https://twitter.com/DeshKaVerdict/status/1733470338892410886#m,"Kurukshetra Loksabha - The Kurukshetra parliamentary seat had a total of the 16,76,407 voters during the 2019 Assembly Election Caste Wise Population - Jats - 25% Sikh - 11% SC - 24% Brahmin - 9% Saini - 7.5% Muslim - 2.4%","Dec 9, 2023 · 12:55 PM UTC",28,1
https://twitter.com/DeshKaVerdict/status/1733799742101143934#m,"Karnal Loksabha Seat - The Karnal parliamentary seat had a total of the 19,42,614 voters during the 2019 Assembly Election Caste Wise Population - Punjabi - 13% Jat - 12% Brahmin - 9% Rode - 7.5% Sikh - 6% Rajput - 4.5% SC - 20% Muslim - 4.5% Baniya - 3.5%","Dec 10, 2023 · 10:44 AM UTC",36,1
https://twitter.com/News1IndiaTweet/status/1739238952073081011#m,Lok Sabha Elections 2024 : लोकसभा चुनाव को लेकर BJP ने कसी कमर | PM Election 2024 | PM Modi @BJP4India @BJP4UP @narendramodi @PMOIndia WATCH : https://invidious.perennialte.ch/XJiqLLPjWEI?si=QxMoutG6frWPPi0U,"Dec 25, 2023 · 10:57 AM UTC",0,0
https://twitter.com/DeshKaVerdict/status/1733878127720624601#m,"Gurgaon Loksabha Constituency - The Rohtak parliamentary seat had a total of the 22,09,035 voters during the 2019 Assembly Election Caste Wise Population - Muslim - 28.5% Yadav - 25% SC - 13.5% Punjabi - 8% Jat - 7.5% Brahmin - 5% Gujjar - 4.5%","Dec 10, 2023 · 3:55 PM UTC",271,4
https://twitter.com/DeshKaVerdict/status/1734094737446260979#m,"Faridabad Loksabha Seat- The Faridabad parliamentary seat had a total of the 21,32,447 voters during the 2019 Assembly Election Caste Wise Population - Jat - 16% Gujjar - 15% Muslim - 12.5% SC - 14% Brahmin - 10% Punjabi - 6% Rajput - 5%","Dec 11, 2023 · 6:16 AM UTC",20,1
https://twitter.com/_Farhan_Akhtar/status/1739238824025428171#m,130 jeet le n to bdi baat h.. hm congressi h lkn yhi sach h.. 4 month m loksabha h or sb ko dekho koi public k bich m h,"Dec 25, 2023 · 10:57 AM UTC",0,0
https://twitter.com/kisanunofficial/status/1739238815699763711#m,Degana and merta rajsamand loksabha m aate hai,"Dec 25, 2023 · 10:57 AM UTC",0,0
https://twitter.com/DeshKaVerdict/status/1734136460146888772#m,"Bhiwani - Mahendragarh Loksabha Constituency - The Bhiwani - Mahendragarh parliamentary seat had a total of the 16,82,198 voters during the 2019 Assembly Election Caste Wise Population - Jat - 25% Yadav - 19% Brahmin - 9% Rajput - 6.5% Dhanak - 5% Khati - 3.5% Kumhar - 3%","Dec 11, 2023 · 9:02 AM UTC",34,1
https://twitter.com/rohiit_jain/status/1739198980544966700#m,We should concentrate more on winning #Loksabha election seats in #Karnataka and make sure that all 28 seats goes to #Congress !! That should be our focus right now.,"Dec 25, 2023 · 8:18 AM UTC",23,6
https://twitter.com/kashmirpen/status/1739238349313868246#m,"J&K Congress leaders to meet Kharge, discuss Lok Sabha election preparations via @kashmirpen https://www.kashmirpen.in/jk-congress-leaders-to-meet-kharge-discuss-lok-sabha-election-preparations/","Dec 25, 2023 · 10:55 AM UTC",0,0
https://twitter.com/loksabha_badaun/status/1739238223057232219#m,"बदायूं लिखना पहले सीखें तो सही.. हवाई अड्डा बनाने में और हवाई बातें करने में फर्क होता है। सैफई में मेडिकल कॉलेज बना , बदायूं में भी बना .. जिस सोच के साथ बदायूं का विकास समाजवादियों ने किया है उसको धूल धूसरित करने की कोई कसर भाजपा सरकार ने नहीं छोड़ी । कौशांबी को पहले देखिए फिर बदायूं पर भी बात हो जाएगी ।","Dec 25, 2023 · 10:54 AM UTC",52,4
https://twitter.com/_Farhan_Akhtar/status/1739238213846462563#m,4 month m loksabha h or frontal organisation ka head x p hi active h sirf... Maharashtra m itna bda leader ko convict kr diya lkn koi leader sadak p to choro bola v nh koi kuch.. ab jeetenge hmlg 2039 m tb tk bday bday khelo,"Dec 25, 2023 · 10:54 AM UTC",0,0
https://twitter.com/noor_islam_khan/status/1739238160583045122#m,Parties ko itne percent vote milen hain ya is lok sabha par itne vote hain.,"Dec 25, 2023 · 10:54 AM UTC",0,0
https://twitter.com/Xtrendsfollow/status/1737833607258165602#m,15-foot-long python trying to eat the animals. A young man in Thai Bangkok saved them. #ElectionCommission Hardy #Mohanlal #PrashanthNeel #AkshayKumar #DunkiReview #SakshiMalik #ArbaazKhan #SHEHNAAZGILL #SanjuSamson #SAvIND #INDvsSA #INDvAUS #RajkumarHirani Lok Sabha Beijing,"Dec 21, 2023 · 1:53 PM UTC",49,2
https://twitter.com/Proindianofficl/status/1739214882073919581#m,"𝑳𝒆𝒂𝒅𝒆𝒓 𝒐𝒇 𝑶𝒑𝒑𝒐𝒔𝒊𝒕𝒊𝒐𝒏 𝒊𝒏 𝑳𝒐𝒌 𝑺𝒂𝒃𝒉𝒂 #AtalBihariVajpayeeJi as the Leader of Opposition, spoke with a fervor against corruption that still echoes in the halls of the Lok Sabha. . #AtalBihariVajpayeeJayanti #IndianPolitics","Dec 25, 2023 · 9:21 AM UTC",3,1
https://twitter.com/hritikgurjar64/status/1739237755715215723#m,Six : He won from six Lok Sabha (lower house of Indian parliament) constituency.,"Dec 25, 2023 · 10:52 AM UTC",0,1
https://twitter.com/haroonrulz/status/1738759318969983386#m,If Gender is Reversed = Men would have been arrested for - Outraging women modesty(354) - Eve teasing (509) - Stalking (354D) Thanks to @asadowaisi for raising voice on parliament against Draconian #GenderBiasedLaws when other MPs were just laughing. #MenToo #LokSabha #NewLaw,"Dec 24, 2023 · 3:11 AM UTC",95,2
https://twitter.com/TheNewsRadar1/status/1739237688333742525#m,"💥Ahead of Lok Sabha elections, Himachal Youth Congress appoints heads for all 4 parliamentary constituencies 💥 #YouthLeadership #LokSabhaElections2024 #HimachalYouthCongress #TNR @INCHimachal @incyouth Read Full Article👇 https://thenewzradar.com/himachal-pradesh/ahead-of-lok-sabha-elections-himachal-youth-congress-appoints-heads-for-all-4-parliamentary-constituencies/","Dec 25, 2023 · 10:52 AM UTC",0,0
https://twitter.com/AJShreeD/status/1739237663952212153#m,"😂😂 you should write: ""NDA alliance will break before the Lok Sabha) elections..."" . - 🍻🥃🥂🍾🍾🍻🍺🍻🥂🍻🍾🍹🍺🍻🍸🥃🍺🍷🥃🍻🥂🍷🍸🍺","Dec 25, 2023 · 10:52 AM UTC",0,0
https://twitter.com/MeghUpdates/status/1738589415474426088#m,"“Baune Duryodhan…” Lok Sabha MP Ramesh Bidhuri rains fire at Opposition with ‘hard-hitting’ facts about their leaders including Nehru ji, and so-called democracy during their rule","Dec 23, 2023 · 3:56 PM UTC",4725,34
https://twitter.com/the_hindu/status/1737941113380511935#m,"The Congress will be fully prepared for the 2024 Lok Sabha polls and will take steps to make the Indian National Developmental, Inclusive Alliance (INDIA) an “effective bulwark and force” against the BJP and its allies. https://trib.al/H0XnFTJ","Dec 21, 2023 · 9:00 PM UTC",58,5
https://twitter.com/OmmcomNews/status/1739237073343906250#m,"Prime Minister Narendra Modi, along with Lok Sabha Speaker Om Birla, Defence Minister Rajnath Singh, and other BJP leaders paid heartfelt tributes to eminent freedom fighter and former Congressman Madan Mohan Malviya on the occasion #OmmcomNews https://ommcomnews.com/india-news/pm-modi-others-pay-homage-to-madan-mohan-malviya-on-his-162nd-birth-anniversary","Dec 25, 2023 · 10:50 AM UTC",0,0
https://twitter.com/TeluguPopularTV/status/1739237041886613933#m,ఈసారి లోక్ సభ ఎన్నికల్లో తెలంగాణలో కాంగ్రెస్ ఎన్ని స్థానాల్లో గెలుస్తుంది? #CongressParty #Loksabha,"Dec 25, 2023 · 10:49 AM UTC",0,0
https://twitter.com/Vinod_r108/status/1739233492863729801#m,No Alternative to BJP. They will easily get 350-375+ seats in 2024 Lok Sabha elections due to their outstanding work. -Vetran Actor Nana Patekar,"Dec 25, 2023 · 10:35 AM UTC",13,0
https://twitter.com/Venkat2161/status/1739236856162918567#m,After Lok Sabha elections he will say EVM’s were hacked.,"Dec 25, 2023 · 10:49 AM UTC",0,0
https://twitter.com/ChandavariEr/status/1739236352820936851#m,"Lok Sabha Passes Maternity Benifits (Ammendment) Bill, 2016 https://www.narendramodi.in/category/infographics via NaMo App #ViksitBharatAmbassador #NaMo @narendramodi @JPNaddaji @AmitShah @blsanthosh @Tejasvi_Surya @amitmalviya @MrsGandhi @smritiirani @VanathiBJP @BYVijayendra @SujataPadhyBJP","Dec 25, 2023 · 10:47 AM UTC",0,0
https://twitter.com/prashntpndey/status/1739236137376289143#m,"Congress demands answers from Home Minister Amit Shah on the breach. Fair point. But Om Birla, the Speaker of Lok Sabha, is already on it with an inquiry committee. Transparency in action – that's what we need, right? #ParliamentAttack #parliamentsuspended","Dec 25, 2023 · 10:46 AM UTC",0,1
https://twitter.com/prashntpndey/status/1739236135023321198#m,"Chaos in the Lok Sabha: Two intruders, yellow smoke, slogans. Sounds like a movie scene, but it's real. This security breach isn't just a headline; it's a wake-up call. #ParliamentAttack #parliamentsuspended #parliamentseuritybreach","Dec 25, 2023 · 10:46 AM UTC",0,1
https://twitter.com/JanSarthi/status/1739236023433892238#m,जयवर्धन सिंह ने कार्यकर्ताओं का जताया आभार लोकसभा के लिए जी जान से जुटें कांग्रेस जन मीटिंग में न आऊं तो मुझे भी नोटिस जारी करें #Elections2024 #LokSabha #Congress #MadhyaPradesh @INCMP @JVSinghINC https://invidious.perennialte.ch/sPOvcDr1YqQ,"Dec 25, 2023 · 10:45 AM UTC",0,0
https://twitter.com/RishavKhandel11/status/1739235753358438814#m,Sidhi Pathak nhi bniii Hoskta h loksabha election firse ldeee,"Dec 25, 2023 · 10:44 AM UTC",1,0
https://twitter.com/Loksabhael52086/status/1739235580981207308#m,Ye sab faltu ki baat hain..10 caror abadi hain bengali hindu ki... egypt ki population ke barabar ...aisa bhi kharab conditions nahi hain..,"Dec 25, 2023 · 10:44 AM UTC",0,1
https://twitter.com/Rajasthan_Tak/status/1738888643861700799#m,चुनाव हार चुकी Congress पर Loksabha Election 2024 से पहले बड़ा संकट!,"Dec 24, 2023 · 11:45 AM UTC",202,1
https://twitter.com/VistaraNews/status/1739235430548271269#m,ಸಂಕ್ರಾಂತಿ ನಂತರ ಕಾಂಗ್ರೆಸ್‌ನಲ್ಲಿ ಹೊಸ ಕ್ರಾಂತಿ ಶುರುವಾಗುತ್ತೆ #vistaranews #saleemahmed #congressgovernment #congress #loksabha,"Dec 25, 2023 · 10:43 AM UTC",0,0
https://twitter.com/local_kashmir/status/1739216594935701696#m,Jammu and Kashmir #Congress leaders are scheduled to meet party leadership in the national capital on Tuesday to discuss election preparedness for the 2024 Lok Sabha polls. . #LoksabhaElection2024 #loksabha2024 #JammuKashmir #kashmir #Elections2024,"Dec 25, 2023 · 9:28 AM UTC",4,0
https://twitter.com/Madhav_khu/status/1739234945393123789#m,Chhattisgarh CM Vishnu Deo Sai transfers bonus paddy amount to farmers. This electoral promise was one of the reason for BJP’s victory. Vishnu Deo Sai is a experienced person and he know fulfilling manifesto promises are important for Loksabha elections. Whereas Madhya Pradesh CM due to lack of experience has not started preparations and just acting as a Ujjain MLA right now.,"Dec 25, 2023 · 10:41 AM UTC",2,0
https://twitter.com/Eanil_INC/status/1739223737717919909#m,Why should someone reply to a 2 minute attention seeker ? Paying back to the BJP for safeguarding in liquor scam ? Is it an indication that BRS is getting aligned with BJP for upcoming Lok Sabha Election ?? #justAsking,"Dec 25, 2023 · 9:57 AM UTC",9,0
https://twitter.com/MOHAMME24228547/status/1739234425362141692#m,indore lok sabha ke liye cong ka kaunsa candiddate accha hoga,"Dec 25, 2023 · 10:39 AM UTC",0,2
https://twitter.com/RamMohanINC/status/1738773150886944895#m,"Heartfelt congratulations to @DeepaDasmunsi Ji on assuming the role of General Secretary in Telangana. 💐 With your leadership, I am confident that Congress will secure a significant number of seats in the 2024 Lok Sabha elections in Telangana. #Telangana","Dec 24, 2023 · 4:06 AM UTC",392,10
https://twitter.com/AmitShah/status/1732330443012554796#m,Speaking in the Lok Sabha on two landmark bills related to the Jammu and Kashmir. https://nitter.perennialte.ch/i/broadcasts/1rmxPMjBroXKN,"Dec 6, 2023 · 9:25 AM UTC",8623,282
https://twitter.com/Loksabhael52086/status/1739233567639519637#m,Mp se bhi bura haal hoga haryana mein,"Dec 25, 2023 · 10:36 AM UTC",0,0
https://twitter.com/satyamurthy_p/status/1739224404096176476#m,How many Loksabha seats the BJP will win in next 2024 Loksabha elections?,"Dec 25, 2023 · 9:59 AM UTC",4,0
https://twitter.com/ians_india/status/1739233287241863654#m,"Prime Minister #NarendraModi, along with #LokSabha Speaker Om Birla, Defence Minister #RajnathSingh, and other BJP leaders paid heartfelt tributes to eminent freedom fighter and former Congressman #MadanMohanMalviya on occasion of his 162nd birth anniversary at Samvidhan Sadan.","Dec 25, 2023 · 10:35 AM UTC",0,0
https://twitter.com/PadmajaJoshi/status/1709850448516235467#m,What Rajiv Gandhi said in Lok Sabha when VP Singh govt decided to implement Mandal report reccos: I charge you with this: you have taken the country to the edge of caste wars #CasteCensus #OBCReservation,"Oct 5, 2023 · 8:38 AM UTC",1255,41
https://twitter.com/sdpofindia/status/1738048572913041807#m,"This winter session of the Loksabha, in which many important bills were to be presented, has been converted to an opposition-free session by suspending two third of the opposition members","Dec 22, 2023 · 4:07 AM UTC",159,0
https://twitter.com/TimesAlgebraIND/status/1737861397122617587#m,"HUGE BREAKING - Rajya Sabha passes 3 criminal bills. Yesterday, the bills were passed by loksabha. Home Minister Amit Shah said ""No Sympathy for terrorists 🔥🔥 For the first time, terrorism is defined and included as a separate category in the general crime law"" He said ""This is a pure Indian law after removing all the British imprints"" As per the bill ""The judge has to hold the hearing in seven days and in a maximum time of 120 days, the case would come to trial"". History created 🔥","Dec 21, 2023 · 3:43 PM UTC",24135,155
https://twitter.com/SubhaniHussain6/status/1739233176768389284#m,Started singing bjp’s tune oh Lok Sabha elections are near and you want to be in alliance with them to defeat congress,"Dec 25, 2023 · 10:34 AM UTC",0,0
https://twitter.com/PoliticalViewsO/status/1738964881175707742#m,"ABP CVoter Lok Sabha Opinion Poll 2024 Uttar Pradesh : 80 seats BJP+ : 73-75 | 49% Vote Share SP+ : 4-6 | 35% BSP : 0-2 | 5% In the 2024 Lok Sabha elections, the vote share of BSP will be around 10% and that of BJP will be more than 50%.","Dec 24, 2023 · 4:48 PM UTC",411,8
https://twitter.com/CEOGujarat/status/1738994045312250009#m,"And the wait is over... Chief Electoral Officer, Gujarat presents Digital Content Competition If you can create that encourage voters to #Vote during Lok Sabha Elections 2024, then the stage is yours.. https://chunavsetu.gujarat.gov.in/DigitalCreator Bring out the best... #ECI #sveep #gujarat","Dec 24, 2023 · 6:44 PM UTC",24,1
https://twitter.com/Politicspedia23/status/1739232697434980474#m,No Alternative to BJP. They will easily get 350-375+ seats in 2024 Lok Sabha elections due to their outstanding work. -Vetran Actor Nana Patekar 📹 credits - Zee business,"Dec 25, 2023 · 10:32 AM UTC",1,0
https://twitter.com/RajeshK01037574/status/1739232687339270238#m,"Yeh jhuth bol raha he Rajstan walo sirf Loksabha election Tak hi yeh chiranjeevi scheme chalegi,pehle rajyasabha me jawab de chuke hai Rajastan me koyi 450 me gass nehi milega","Dec 25, 2023 · 10:32 AM UTC",0,0
https://twitter.com/msnindia/status/1739232638932578640#m,'There will be dictatorship in India if...': Uddhav Thackeray ahead of Lok Sabha polls https://msft.it/6013idOal,"Dec 25, 2023 · 10:32 AM UTC",0,0
https://twitter.com/ashishietcs/status/1739232386943267244#m,Is opposition mocking vice president bigger question that 200 mp ousted from lok sabha....bevkoof bana rakha hai ....this time I agree with @INCIndia and @RahulGandhi,"Dec 25, 2023 · 10:31 AM UTC",0,0
https://twitter.com/TimesNow/status/1739189957162680524#m,"Prime Minister Narendra Modi, Lok Sabha Speaker Om Birla, Rajya Sabha Deputy Chairman Harivansh, Defence Minister Rajnath Singh, BJP national president JP Nadda and other leaders pay tribute to Pandit Madan Mohan Malaviya at Central Hall in the Parliament, on his birth anniversary.","Dec 25, 2023 · 7:42 AM UTC",58,0
https://twitter.com/Loksabhael52086/status/1739232316109853116#m,Bjp will do better in bengal than bihar..,"Dec 25, 2023 · 10:31 AM UTC",8,1
https://twitter.com/LakhanS04379996/status/1739232204855685457#m,Good cabinet in MP ratio of OBC and scst good and allow this ratio in utter Pradesh cabinetextention within week to loksabha election 24 Ok,"Dec 25, 2023 · 10:30 AM UTC",0,0
https://twitter.com/ShivDayal_/status/1739232097057841273#m,Degana Nagaur lok sabha me nahi hai,"Dec 25, 2023 · 10:30 AM UTC",0,0
https://twitter.com/ganeshnadar12/status/1739232030183821650#m,"@BJP4India is doing a Christian outreach four months before the Lok Sabha elections, will they fall for it?","Dec 25, 2023 · 10:30 AM UTC",0,0
https://twitter.com/VivekJagadish/status/1739231866111373741#m,He will be in Jail before Lok Sabha elections for the illegal assets case which is still pending.,"Dec 25, 2023 · 10:29 AM UTC",2,1
https://twitter.com/INCTharoorian/status/1739135513213157685#m,"The Prime Minister actually conducted mimicry of the Opposition leaders inside the Lok Sabha, and the video is available and that was not allowed to be discussed.","Dec 25, 2023 · 4:06 AM UTC",19,2
https://twitter.com/Satyamvatsin/status/1739231580378349955#m,didn't took lessons from the mahua moitra incident. he should be thrown out of the lok sabha.,"Dec 25, 2023 · 10:28 AM UTC",2,0
https://twitter.com/SirfEkMusaafir/status/1739231195597021392#m,Nana Patekar on Lok Sabha,"Dec 25, 2023 · 10:26 AM UTC",0,0
https://twitter.com/ramar_ray/status/1739231012083687433#m,I ND I A ALIGNMENT MUST FOKUS ON INTRODUCTION OF BALLOT PAPER CANCELLING EVM I 2024 LOKSABHA ELECTION -- IMPARTIAL SELECTION COMMITTEE FOR CEC ALSO MOST IMPORTANT NOW --- JOINT BHARAT JODO JATRA SHOULD BE STARTED SOON BY ALL MEMBERS OF I N D I A,"Dec 25, 2023 · 10:26 AM UTC",0,0
https://twitter.com/mandeeppunia1/status/1739221185710223710#m,मैंने आज तक वीरेंद्र पहलवान जितनी कमिटमेंट वाला खिलाड़ी नहीं देखा. सलाम है इस जज़्बे को 🙏,"Dec 25, 2023 · 9:46 AM UTC",3316,28
https://twitter.com/kharge/status/1737789031763853770#m,"Sharing some excerpts from my opening remarks in the Congress Working Committee (CWC) Meeting. • We have convened this Congress Working Committee (CWC) meeting to address our preparedness for the imminent Lok Sabha Elections. • The outcomes of the recent Assembly elections in five states, barring Telangana, were disappointing. Along with Rahul Gandhi Ji, I engaged with leaders from each of the four states to conduct a preliminary analysis of the election results and identified the reasons for our disappointing performance. • Despite the results, there are some positive indicators, such as the vote share in these states, that gives us a definite hope that given due attention, we can certainly turn things around. • We have learnt valuable lessons from the mistakes we have made and are committed to avoiding a recurrence of them. • The Fourth meeting of the INDIA Alliance was held on December 19, 2023. In the meeting, it was unanimously agreed that the seat-sharing process must start immediately. • To facilitate this, a 5-member National Alliance Committee has been established to engage with various parties in different states, as needed. • The issue of Electronic Voting Machine (EVM) manipulation was also discussed in the meeting. A resolution was passed in this regard. • Lok Sabha Elections are not too far, we don’t have much time left. I would urge everyone to concentrate on actionable points and the necessary steps that can be taken for the upcoming General elections.","Dec 21, 2023 · 10:56 AM UTC",2568,96
https://twitter.com/AnshumanSail/status/1738930562835021999#m,ABP News C Voters Opinion poll for Punjab Lok Sabha Cong - 7 AAP - 4 SAD - 1 BJP - 1 Congress party set to retain its seats in Punjab in Lok Sabha in 2024 elections. Rahul Gandhi emerges as most popular national leader in Punjab.,"Dec 24, 2023 · 2:32 PM UTC",709,20
https://twitter.com/timesofindia/status/1739228239309029531#m,"Jammu & Kashmir Congress leaders to meet Mallikarjun Kharge, discuss Lok Sabha election preparations toi.in/WZP3jZ/a24gk","Dec 25, 2023 · 10:15 AM UTC",5,1
https://twitter.com/htTweets/status/1739139935863492898#m,"#WATCH | BJP president #JPNadda, Defence minister #RajnathSingh, Lok Sabha Speaker #OmBirla and Union Finance minister #NirmalaSitharaman pay tributes to former PM #AtalBihariVajpayee at Sadaiv Atal in #Delhi on his birth anniversary 📹 ANI","Dec 25, 2023 · 4:24 AM UTC",141,0
https://twitter.com/DoriyaManm74789/status/1739230575595233581#m,Loksabha chunav ke bad sambandh Ho jaayengi,"Dec 25, 2023 · 10:24 AM UTC",1,0
https://twitter.com/RaghavBundela/status/1739230489456644311#m,All I want for Christmas is.. BJP will bring 400 seat in Loksabha Election in 2024 and MODI JI will become Prime Minister of India once again.,"Dec 25, 2023 · 10:23 AM UTC",0,0
https://twitter.com/YouthAgnstHate/status/1739230267632468184#m,I think Congress and Tmc should fight in alliance. Congress on 6 and TMC on 36. Both can win 36 loksabha seats,"Dec 25, 2023 · 10:23 AM UTC",0,1
https://twitter.com/vyasa1968/status/1739230079606235162#m,"Lok Sabha 2024 Karnataka. Kolar Lok Sabha seat bordering Tamil Nadu and Andhra Pradesh in East Karnataka has to be the most befuddling constituency , most confusing constituency in this entire country. Last time in 2018 assembly elections, BJP lost all 8 assembly segments, in fact was nowhere in those 8 seats, yet BJP won Lok Sabha 2019 comfortably. This time in 2023 assembly elections too, BJP again managed to lose all 8 assembly segments, marginally improved its vote share though but looks like BJP will again win this crazy Lok Sabha seat in 2024, watch this video. Karnataka people are notorious for completely opposite voting. https://invidious.perennialte.ch/watch?v=WEMRVhLN7No","Dec 25, 2023 · 10:22 AM UTC",14,5
https://twitter.com/oneindiaHindi/status/1739229110029988148#m,Lok Sabha Elections 2024 Survey : इंडिया गठबंधन भाजपा पर पड़ेगा भारी? यूपी में BJP को मिलेंगी कितनी सीटें? https://hindi.oneindia.com/news/uttar-pradesh/lok-sabha-elections-2024-nda-vs-india-how-many-seats-bjp-get-uttar-pradesh-abp-cvoter-survey-864137.html #LokSabhaElection2024,"Dec 25, 2023 · 10:18 AM UTC",0,0
https://twitter.com/TNNavbharat/status/1738948977859473866#m,"#EXCLUSIVE: ना यादव, ना दलित का, वोट पड़ेगा राम भक्तों का! 'सनातन वोटर्स'..वर्ल्ड रिकॉर्ड बनाने वाले हैं! @jyotimishra999 के साथ देखिए, EXCLUSIVE रिपोर्ट #PMModi #BJP #Loksabha #Elections #Congress @PreritTweet","Dec 24, 2023 · 3:45 PM UTC",110,8
https://twitter.com/namanjoshi/status/1739228921881620810#m,What random “historian” with @narendramodi in bio won’t tell you is that Mamta Banerjee has been in active politics since the 70s and was elected to Lok Sabha in 1984 having defeated the veteran Communist leader Somnath Chatterjee. So the NDA allied with her for what …1/n,"Dec 25, 2023 · 10:17 AM UTC",0,1
https://twitter.com/AdityaY90203169/status/1739228777044156671#m,Aage chalkar 2014 me bjp ki lahar me sansad ban gaye fir 2019 me bjp ne loksabha ki ticket nahi di. 🤣🤣🤣,"Dec 25, 2023 · 10:17 AM UTC",0,0
https://twitter.com/AbhayKumar70375/status/1739228410705318208#m,"Lok Sabha Passes Maternity Benifits (Ammendment) Bill, 2016 https://www.narendramodi.in/category/infographics via NaMo App","Dec 25, 2023 · 10:15 AM UTC",0,0
https://twitter.com/Deepend65265797/status/1739228145902059713#m,Nana Patekar : “There is no alternative to the BJP in 2024 Lok Sabha elections. They will come back to power with 350 seats.”,"Dec 25, 2023 · 10:14 AM UTC",0,0
https://twitter.com/Raavivamsi49218/status/1739228118982996187#m,No Alternative To PM Modi In 2024 Lok Sabha Polls: Ajit Pawar Ajit Pawar was replying to a query by reporters on the opposition parties planning to challenge PM Modi's leadership ahead of the Lok Sabha polls due next year. https://qr.ae/pKZNyl,"Dec 25, 2023 · 10:14 AM UTC",0,0
https://twitter.com/lsdashora/status/1739227550189277486#m,Loksabha Election Opinion Poll 2024 https://invidious.perennialte.ch/Y21mXuYhgLY?si=l0r88EqFGcA7euBQ via @YouTube,"Dec 25, 2023 · 10:12 AM UTC",0,0
https://twitter.com/DailyLineLive/status/1739227485575770138#m,Loksabha election update 2024: चुनावों पर चर्चा के लिए जम्मू-कश्मीर के नेताओं के साथ बैठक करेंगे खड़गे #LoksabhaElection2024 #Congress #RahulGandhi #LatestNews #DailyLine @INCIndia https://dailyline.in/Loksabha-election-update-2024:-Kharge-will-meet-with-leaders-of-Jammu-and-Kashmir-to-discuss-elections,"Dec 25, 2023 · 10:12 AM UTC",0,0
https://twitter.com/Anurag_Office/status/1737751461763956740#m,"Union Minister @ianuragthakur moves The Press and Registration of Periodicals Bill, 2023 in #LokSabha for consideration and passing . #WinterSession2023","Dec 21, 2023 · 8:26 AM UTC",68,0
https://twitter.com/lsdashora/status/1739226994255282629#m,Loksabha Election Opinion Poll 2024 https://invidious.perennialte.ch/Y21mXuYhgLY?si=2uLySNAeTUvhiLMU via @YouTube,"Dec 25, 2023 · 10:10 AM UTC",0,0
https://twitter.com/hmtvnewslive/status/1739226863052947737#m,ఎంపీ ఎన్నికలపై బీజేపీ ప్లాన్.. రంగంలోకి దిగిన అమిత్ షా..! | Amit Shah | Lok Sabha Polls | hmtv #hmtvnews #hmtv,"Dec 25, 2023 · 10:09 AM UTC",3,0
https://twitter.com/ABPNews/status/1739184532174295537#m,"WATCH | ओपिनियन पोल पर JDU की प्रतिक्रिया, JDU ने बिहार के सर्वे को स्वीकार किया देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Bihar","Dec 25, 2023 · 7:21 AM UTC",42,1
https://twitter.com/jk_jain1/status/1739226693766955042#m,Plan seems to be afoot to suck India into some kind of a war and confine Modi to Delhi so that he is unable to conduct election tours throughout the country for the 2024 Lok Sabha election. Stop Modi to defeat BJP.,"Dec 25, 2023 · 10:08 AM UTC",0,0
https://twitter.com/Vinod_r108/status/1739226100432273463#m,No Alternative to BJP. They will easily get 350-375+ seats in 2024 Lok Sabha elections due to their outstanding work. -Vetran Actor Nana Patekar,"Dec 25, 2023 · 10:06 AM UTC",1,0
https://twitter.com/ANINewsUP/status/1739192944081707030#m,Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami,"Dec 25, 2023 · 7:54 AM UTC",95,2
https://twitter.com/PTI_News/status/1738872297459495304#m,"VIDEO | ""BJP will be winning all the 11 Lok Sabha seats in Chhattisgarh. Congress leader Sachin Pilot has been made the in charge of Chhattisgarh, he will again take the party to margins in the state,"" says BJP leader @brijmohan_ag.","Dec 24, 2023 · 10:40 AM UTC",132,0
